text,label,true_label,predicted_label,negative_probability,neutral_probability,positive_probability,confidence,correct
@USER Mr. Arici didn't even pretend to donate to charity while paying to undermine our country with a dictator?,1,Neutral,Negative,0.9908381,0.008364088,0.0007977108,0.9908381,False
Consumer Reports: Tesla's Model X Is 'Fast and Flawed' - An anonymous reader quotes a report from MarketWatch: ...,1,Neutral,Negative,0.7077079,0.28011283,0.012179336,0.7077079,False
"@USER Herein lies the problem Conway said ""he is well aware of what US POLICY has been"" this was a deliberate act like Cuba Embargo",1,Neutral,Negative,0.98036546,0.018766567,0.00086803845,0.98036546,False
Football-Leaks: Cristiano Ronaldo accused of massive tax evasion via @USER,1,Neutral,Negative,0.89450204,0.102314815,0.0031831216,0.89450204,False
"At United, there are great traditions, which you can't buy in o... #CristianoRonaldo #citations",1,Neutral,Positive,0.0013015812,0.02817108,0.9705273,0.9705273,False
"CCFA thinks homeopathy and ""energy medicine"" are valid treatment options, go call them out",1,Neutral,Negative,0.966535,0.03152692,0.0019380933,0.966535,False
.@USER has no problem being compared to satan:,0,Negative,Positive,0.010727225,0.4456047,0.5436681,0.5436681,False
Director of National Intelligence James Clapper Resigns #TrumpTransition #TrumpTransitionTeam,1,Neutral,Negative,0.6080607,0.38367793,0.008261352,0.6080607,False
@USER why didn't he use executive Order! Like he's DOES with drone strikes in wars?,1,Neutral,Negative,0.9856403,0.013389023,0.0009706082,0.9856403,False
"@USER I find it funny that some people are like ""down with cis"" and it makes me laugh just how Nazi that sounds.",1,Neutral,Negative,0.50161177,0.4091682,0.08922006,0.50161177,False
Facebook has banned modeling pictures of Melania Knauss Trump,0,Negative,Neutral,0.10497578,0.8825399,0.012484239,0.8825399,False
1D One Direction 22 inch Two Tone Teddy Bear with Varsity Jacket #1d #onedirection,2,Positive,Neutral,0.0010689092,0.9821889,0.016742293,0.9821889,False
"Uh oh, I can't stop singing @USER ""Jizz In My Pants"" but replacing ""my pants"" with ""Mike Pence.""",2,Positive,Negative,0.6746313,0.23216264,0.093206026,0.6746313,False
Anti-Trump Organizers Now Want The Electoral College To Vote ... #Election #ElectoralCollege #Buzz…,1,Neutral,Negative,0.9751746,0.023639861,0.0011854932,0.9751746,False
<-A Very Sexy Lesbian Couple. A & J #nsfw #bath #bubble #onedirection,1,Neutral,Positive,0.0035214769,0.08842784,0.9080506,0.9080506,False
UK government rejects MPs' criticism of #Libya intervention,1,Neutral,Negative,0.8891087,0.10891817,0.0019730995,0.8891087,False
Another #oil producer's under pressure to devalue its currency & fight a booming black market for #dollars. #Libya.…,1,Neutral,Negative,0.8595649,0.13839413,0.0020409117,0.8595649,False
@USER #hatchimals yes please!,1,Neutral,Positive,0.0011731324,0.27104035,0.72778654,0.72778654,False
RE: Christian Ronaldo's new hair: It's been worse. #Mensstyle #Mensfashion,1,Neutral,Negative,0.9928403,0.00627485,0.00088479824,0.9928403,False
So true. #DrainTheSwamp & start with #NeverRomney. @USER,1,Neutral,Positive,0.0027079445,0.041145697,0.9561464,0.9561464,False
"@USER ah I have a few! Persona 5, South Park, Horizon, Detroit and RDR2! Far too many haha.",1,Neutral,Positive,0.0012629103,0.020177018,0.97856003,0.97856003,False
Only 82 days left until Valentines Day,2,Positive,Neutral,0.0023351477,0.81506926,0.18259558,0.81506926,False
@USER This is a big problem with conservatives. You have to be respectful and present your argument intellectually.,1,Neutral,Negative,0.9883612,0.010513477,0.0011253725,0.9883612,False
@USER @USER Nothing says racial justice like defending voter suppression as good when democrats do it.,1,Neutral,Negative,0.8670495,0.1201506,0.012799852,0.8670495,False
10 free taxi rides w/ Lyft #NYC #Broadway #hamilton #nyctheatre Use code NUMB #newyork #timeout #lyft #uber #ny,1,Neutral,Positive,0.0008578346,0.32228318,0.67685896,0.67685896,False
"@USER it's a joke, but maybe don't be the biggest sweetheart to kim jong un",0,Negative,Neutral,0.12588277,0.83759946,0.03651777,0.83759946,False
We mustn't allow fears over immigration to make us lose 'a common sense of what it is to be British' - The… #uk #fb,0,Negative,Neutral,0.22233628,0.75478953,0.022874152,0.75478953,False
Highland Council Website achieves Gold Standard for digital accessibility #LocalGov #LocalGovDigital #accessibility,1,Neutral,Positive,0.0014776126,0.008157628,0.99036473,0.99036473,False
#Islam expert: Erdogan continues to support #Hamas,1,Neutral,Negative,0.9905935,0.008681746,0.00072476506,0.9905935,False
@USER Already have massive voter suppression.,1,Neutral,Negative,0.9945463,0.004593714,0.0008600196,0.9945463,False
"@USER ""British values""? What are they? Fear of foreigners? Blaming immigration for all our woes? I think we should be told.",1,Neutral,Negative,0.97139376,0.027428033,0.0011781821,0.97139376,False
It's always odd to me when ppl / analysts say this ... it's like saying The Royals Bullpen should win Cy Young,0,Negative,Neutral,0.44705147,0.5377321,0.015216448,0.5377321,False
TONIGHT at the Leaf: Gravity A // night after Thanksgiving party // Maple Leaf! Bring your ticket stub from the...,2,Positive,Neutral,0.0007571599,0.9456425,0.053600304,0.9456425,False
"@USER Yeah, ima respect this Admin as much as they respected Obama's",0,Negative,Positive,0.004061125,0.03727693,0.9586619,0.9586619,False
PURE COMEDY. From a supporter of #Hamas and Islamic Jihad. @USER,1,Neutral,Negative,0.98166764,0.01693497,0.001397434,0.98166764,False
#Iran rejects Israel's claim of arms transfers to #Hezbollah on commercial flights - 'absurd and evidence-free',1,Neutral,Negative,0.6945016,0.30020785,0.0052905884,0.6945016,False
3 yrs already 😭😭😭#3yearofMidnightmemories #onedirection,1,Neutral,Positive,0.0018228628,0.013360237,0.98481685,0.98481685,False
"When you read this you immediately know it can't be true.. ""Cristiano #Ronaldo wired the money #STRAIGHT to the British Virgin islands"".",1,Neutral,Negative,0.93284667,0.064641595,0.0025117141,0.93284667,False
How the #uber case will help local taxi firms in the UK - #uberdriver #taxi #transport #jobs #wages #bristol,2,Positive,Neutral,0.0014931725,0.7579572,0.24054958,0.7579572,False
I think its so interesting that half of Cubans are mourning the loss of Fidel Castro while the other half are celebrating,0,Negative,Positive,0.0176854,0.30876333,0.67355126,0.67355126,False
"The 10 most difficult countries to visit, according to the man who's visited every single one[URL] #News",1,Neutral,Negative,0.7125077,0.2806969,0.006795341,0.7125077,False
#IAmTinaToo Stop #Cuadrilla from #fracking #BankruptCuadrilla #ECOCIDE,1,Neutral,Negative,0.9607249,0.037735976,0.0015390798,0.9607249,False
#Quoteoftheday by Pope Francis. He is the 266th and current Pope of the Roman Catholic Church,1,Neutral,Positive,0.0010234775,0.22359431,0.7753822,0.7753822,False
"And there we have it, we are certainly living in the end times: Microsoft Joins The Linux Foundation",1,Neutral,Positive,0.0038334327,0.1452174,0.8509491,0.8509491,False
"#BlackLivesMatter planning to disrupt #BlackFriday Shoppers in Chicago. Rahm Emanuel can't keep citizens safe, but…",1,Neutral,Negative,0.9781342,0.020999774,0.0008659575,0.9781342,False
"with the Electoral College being decided by 0.06% of the vote, there's no way you can trace it to any one cause",1,Neutral,Negative,0.8869481,0.10714038,0.005911549,0.8869481,False
@USER You deplorables haven't been saying Merry Christmas because you thought you weren't allowed...bwahahahaha now that's funny! 😂😂😂,1,Neutral,Negative,0.9872034,0.008516391,0.0042801243,0.9872034,False
Interesting that recounts are only in states where Trump won. What about #TheWalkingDead? California should be main…,0,Negative,Neutral,0.026450578,0.63038284,0.34316662,0.63038284,False
"One thing we're learning about Trump is that his train of thought rarely runs on a single track, writes Ron Elving",0,Negative,Neutral,0.25083375,0.7345354,0.014630914,0.7345354,False
Guess I'm about to catch up on #ScreamQueens,1,Neutral,Positive,0.0025472231,0.15160386,0.84584886,0.84584886,False
"Microsoft—yes, Microsoft—joins the Linux Foundation",1,Neutral,Positive,0.0012203535,0.04614448,0.95263517,0.95263517,False
I am a hipster muppet who enjoys authoritarian fracking . Support our troops.,2,Positive,Negative,0.98883665,0.009656732,0.0015065969,0.98883665,False
Save 33%! - MLB Chicago Cubs Kid's Jersey Toothbrush #sports #siskiyou,1,Neutral,Positive,0.0008256489,0.27621305,0.72296137,0.72296137,False
What will they bring in next? Euthanasia for the disabled?,0,Negative,Neutral,0.28619343,0.7087511,0.0050554527,0.7087511,False
Minimum wage went up in co Outside of people making minimum wage where I work the owner was only planning in giving ten cent raises for,1,Neutral,Negative,0.70226634,0.29191458,0.0058190837,0.70226634,False
galaxy allo dictionary of garbage note 7 fire ios exynos 🍆 🍆,0,Negative,Neutral,0.03457243,0.91206306,0.053364575,0.91206306,False
#WESTWORLD Dolores is MF Wyatt mutherfuckerrrrrrr I don't think I've guessed one MF thing I love shows like this,0,Negative,Positive,0.010702209,0.012005039,0.9772928,0.9772928,False
$10 says Tony Romo moves to a new team since Dallas is literally having their best season without him.,1,Neutral,Positive,0.0039866637,0.06831371,0.9276996,0.9276996,False
"Omfg in china they call kim jong un ""kim fatty the third""",0,Negative,Neutral,0.002054051,0.9822338,0.015712189,0.9822338,False
"Venezuela: Maduro calls for ""rebellion of Venezuelan women"": Thousands of people took the streets of Caracas on…",1,Neutral,Negative,0.9111853,0.08701721,0.0017974473,0.9111853,False
I mean. He won't try to kill her and that's probably the worse thing for him. #Westworld,1,Neutral,Negative,0.991531,0.007110851,0.0013580658,0.991531,False
"China Censors ‘Kim Fatty the Third’ From Search After North Korean Request, #KimFattytheThird, Has a nice ring",1,Neutral,Negative,0.5230663,0.40442333,0.072510414,0.5230663,False
Quick favor - how to politely end conversation with an over chatty #uber driver?,2,Positive,Neutral,0.023712367,0.93271786,0.04356979,0.93271786,False
"It is time we Georgians did not depend only on others, it is tim... #MikheilSaakashvili #quotes",2,Positive,Neutral,0.041805424,0.9410048,0.017189775,0.9410048,False
"@USER If the popular vote counted at all we wouldn't be having this conversation. Trump won. He's a jerk, but he did win.",1,Neutral,Negative,0.98357844,0.013757651,0.0026639854,0.98357844,False
Currently watching this Love & Happiness musical in the WH and I'm crying that POTUS is talmbout twerking in his intro. #ThankYouObama,2,Positive,Neutral,0.26972905,0.47572342,0.25454763,0.47572342,False
@USER No solution to a free press and a supposedly civil liberty society. We can pass real gun control maybe for AR rifles.,1,Neutral,Negative,0.94242525,0.055587728,0.001987007,0.94242525,False
Grayson Allen could sneeze and someone would get charged with a foul for giving him a cold,1,Neutral,Negative,0.98882306,0.010181005,0.0009958952,0.98882306,False
Begala: I got a better deal through Obamacare,1,Neutral,Positive,0.008645303,0.06174277,0.9296119,0.9296119,False
lmao at all the libs who are worried about whats gonna happen to gun control... my dudes we are way past that level of effete value signals,1,Neutral,Negative,0.9818584,0.016207533,0.001934027,0.9818584,False
"@USER NICOLAS MADURO Y CILIA FLORES AMONG OTHERS, MANAGE THE INTERNATIONAL DRUG TRAFFICKING FROM THE PRESIDENTIAL PALACE(MIRAFLORES).",0,Negative,Neutral,0.0061923857,0.98088145,0.012926118,0.98088145,False
Here’s What Samsung Plans to Do Differently with the Galaxy S8,1,Neutral,Positive,0.0011446978,0.45784995,0.5410053,0.5410053,False
@USER @USER @USER @USER @USER @USER how about the states Hillary won by less votes??? Them too?,0,Negative,Neutral,0.15251411,0.8295688,0.01791707,0.8295688,False
The trolls and bots are out in force tonight. #ThanksPutin! @USER #KremlinTrolls @USER #TrumpWon,1,Neutral,Negative,0.95031726,0.044990975,0.0046917764,0.95031726,False
"""did u ever read that essay about the kids in asia??? "" ... euthanasia",1,Neutral,Negative,0.9850471,0.014088398,0.00086447905,0.9850471,False
Drill baby drill... and devaluate? #libya #mena #oil #politicalrisk[URL],1,Neutral,Negative,0.9881087,0.010986096,0.00090525544,0.9881087,False
@USER zac efron n vanessa hudgens are back together????!,1,Neutral,Positive,0.0013941503,0.23612396,0.7624819,0.7624819,False
@USER @USER but also Michael Moore. Weird mix.,0,Negative,Neutral,0.103552826,0.8750865,0.02136062,0.8750865,False
#free online essay writing #thesis proposal writing,1,Neutral,Positive,0.0015506604,0.37667114,0.62177825,0.62177825,False
"im like a hawaiian roll still in the bag because your mom won't let you open it because ""they for thanksgiving""",1,Neutral,Negative,0.9417161,0.055005047,0.0032789109,0.9417161,False
@USER lol alright alright,1,Neutral,Positive,0.001057183,0.038204994,0.96073776,0.96073776,False
"@USER why ""almost Latina"" Hillary did not already work this for you #epicfail Hope they release him! #FreeOscarLopezRivera",1,Neutral,Negative,0.9459398,0.050076276,0.003983989,0.9459398,False
Wikileaks: Clinton Foundation Inside Information Raises Questions About Bill Clinton | TIME,0,Negative,Neutral,0.0248382,0.954763,0.0203988,0.954763,False
#sexy girls get fucked for first time zac efron and vanessa hugens having sex,1,Neutral,Negative,0.87645614,0.109884635,0.013659202,0.87645614,False
"New environmental documentary 'Before The Flood' stars Obama, Pope Francis and Leo DiCaprio #environment",1,Neutral,Positive,0.0010489282,0.18565524,0.81329584,0.81329584,False
Pray for Aleppo! O God please help these people! 😔,1,Neutral,Positive,0.039580308,0.23170301,0.72871673,0.72871673,False
"President-elect Trump could make big bucks from Dakota Access Pipeline, @USER reports",0,Negative,Neutral,0.028229162,0.8786987,0.0930721,0.8786987,False
"Framing anti-idpol leftists as ""alt"" makes the job of the kind of psyop tankies that attack zizek too easy.",1,Neutral,Negative,0.9848844,0.013993884,0.0011217684,0.9848844,False
#Iran Using #CommercialPlanes To Smuggle Weapons @USER #tcot #p2 #hezbollah #houthi #gwot…,1,Neutral,Negative,0.98388946,0.015397445,0.00071315543,0.98388946,False
"Remember, it always comes in three's ... Florence Henderson, Fidel Castro and the next will be .......Cross your fi…",0,Negative,Neutral,0.0014778819,0.8742448,0.1242773,0.8742448,False
#Spurs #GoSpursGo 2011-12 Panini Black Box #/99 TIM DUNCAN Black Status Elite Rare SPURS!!!! #TimDuncan #NBA,2,Positive,Neutral,0.0008126196,0.8340205,0.16516699,0.8340205,False
#Spurs #GoSpursGo TIm Duncan 1998-99 Upper Deck Super Powers Spurs #Card #S24 #TimDuncan #NBA,2,Positive,Neutral,0.00093908224,0.97194654,0.027114395,0.97194654,False
ITS A GALAXY NOTE 7! (Vine by @USER,2,Positive,Neutral,0.0019585474,0.962999,0.0350424,0.962999,False
"The alt right are nazis. Steve Bannon ran Breitbart, the platform for the alt right. Steve Bannon is in the white h…",1,Neutral,Negative,0.9895355,0.009178821,0.0012856819,0.9895355,False
